File_Path,Class_Label,Class_Index
Extracted_images/Angry/0.png,Angry,0
Extracted_images/Angry/1.png,Angry,0
Extracted_images/Angry/10.png,Angry,0
Extracted_images/Angry/10002.png,Angry,0
Extracted_images/Angry/10016.png,Angry,0
Extracted_images/Angry/10037.png,Angry,0
Extracted_images/Angry/10038.png,Angry,0
Extracted_images/Angry/10052.png,Angry,0
Extracted_images/Angry/10057.png,Angry,0
Extracted_images/Angry/10063.png,Angry,0
Extracted_images/Angry/10065.png,Angry,0
Extracted_images/Angry/10069.png,Angry,0
Extracted_images/Angry/10079.png,Angry,0
Extracted_images/Angry/10095.png,Angry,0
Extracted_images/Angry/10100.png,Angry,0
Extracted_images/Angry/10105.png,Angry,0
Extracted_images/Angry/10115.png,Angry,0
Extracted_images/Angry/10121.png,Angry,0
Extracted_images/Angry/10122.png,Angry,0
Extracted_images/Angry/10142.png,Angry,0
Extracted_images/Angry/10148.png,Angry,0
Extracted_images/Angry/1015.png,Angry,0
Extracted_images/Angry/10154.png,Angry,0
Extracted_images/Angry/10155.png,Angry,0
Extracted_images/Angry/10158.png,Angry,0
Extracted_images/Angry/1016.png,Angry,0
Extracted_images/Angry/10163.png,Angry,0
Extracted_images/Angry/10167.png,Angry,0
Extracted_images/Angry/10178.png,Angry,0
Extracted_images/Angry/1018.png,Angry,0
Extracted_images/Angry/10181.png,Angry,0
Extracted_images/Angry/10192.png,Angry,0
Extracted_images/Angry/10196.png,Angry,0
Extracted_images/Angry/10202.png,Angry,0
Extracted_images/Angry/10207.png,Angry,0
Extracted_images/Angry/10214.png,Angry,0
Extracted_images/Angry/10215.png,Angry,0
Extracted_images/Angry/10223.png,Angry,0
Extracted_images/Angry/10226.png,Angry,0
Extracted_images/Angry/1024.png,Angry,0
Extracted_images/Angry/10240.png,Angry,0
Extracted_images/Angry/10242.png,Angry,0
Extracted_images/Angry/10250.png,Angry,0
Extracted_images/Angry/10251.png,Angry,0
Extracted_images/Angry/10253.png,Angry,0
Extracted_images/Angry/10265.png,Angry,0
Extracted_images/Angry/10286.png,Angry,0
Extracted_images/Angry/10287.png,Angry,0
Extracted_images/Angry/10302.png,Angry,0
Extracted_images/Angry/10310.png,Angry,0
Extracted_images/Angry/10315.png,Angry,0
Extracted_images/Angry/10325.png,Angry,0
Extracted_images/Angry/10336.png,Angry,0
Extracted_images/Angry/10338.png,Angry,0
Extracted_images/Angry/10348.png,Angry,0
Extracted_images/Angry/10359.png,Angry,0
Extracted_images/Angry/10363.png,Angry,0
Extracted_images/Angry/10364.png,Angry,0
Extracted_images/Angry/10371.png,Angry,0
Extracted_images/Angry/10373.png,Angry,0
Extracted_images/Angry/10377.png,Angry,0
Extracted_images/Angry/10378.png,Angry,0
Extracted_images/Angry/10382.png,Angry,0
Extracted_images/Angry/10385.png,Angry,0
Extracted_images/Angry/10388.png,Angry,0
Extracted_images/Angry/1039.png,Angry,0
Extracted_images/Angry/10394.png,Angry,0
Extracted_images/Angry/10397.png,Angry,0
Extracted_images/Angry/10399.png,Angry,0
Extracted_images/Angry/10401.png,Angry,0
Extracted_images/Angry/10415.png,Angry,0
Extracted_images/Angry/10420.png,Angry,0
Extracted_images/Angry/10426.png,Angry,0
Extracted_images/Angry/10429.png,Angry,0
Extracted_images/Angry/10430.png,Angry,0
Extracted_images/Angry/10431.png,Angry,0
Extracted_images/Angry/10439.png,Angry,0
Extracted_images/Angry/10440.png,Angry,0
Extracted_images/Angry/10441.png,Angry,0
Extracted_images/Angry/10462.png,Angry,0
Extracted_images/Angry/10472.png,Angry,0
Extracted_images/Angry/10475.png,Angry,0
Extracted_images/Angry/10490.png,Angry,0
Extracted_images/Angry/10497.png,Angry,0
Extracted_images/Angry/1051.png,Angry,0
Extracted_images/Angry/10510.png,Angry,0
Extracted_images/Angry/10511.png,Angry,0
Extracted_images/Angry/10541.png,Angry,0
Extracted_images/Angry/10544.png,Angry,0
Extracted_images/Angry/10548.png,Angry,0
Extracted_images/Angry/10551.png,Angry,0
Extracted_images/Angry/10554.png,Angry,0
Extracted_images/Angry/10563.png,Angry,0
Extracted_images/Angry/10573.png,Angry,0
Extracted_images/Angry/10583.png,Angry,0
Extracted_images/Angry/10592.png,Angry,0
Extracted_images/Angry/10595.png,Angry,0
Extracted_images/Angry/10603.png,Angry,0
Extracted_images/Angry/10604.png,Angry,0
Extracted_images/Angry/1061.png,Angry,0
Extracted_images/Angry/10616.png,Angry,0
Extracted_images/Angry/10619.png,Angry,0
Extracted_images/Angry/10623.png,Angry,0
Extracted_images/Angry/10626.png,Angry,0
Extracted_images/Angry/10651.png,Angry,0
Extracted_images/Angry/10656.png,Angry,0
Extracted_images/Angry/1066.png,Angry,0
Extracted_images/Angry/10661.png,Angry,0
Extracted_images/Angry/10666.png,Angry,0
Extracted_images/Angry/10682.png,Angry,0
Extracted_images/Angry/10692.png,Angry,0
Extracted_images/Angry/10699.png,Angry,0
Extracted_images/Angry/107.png,Angry,0
Extracted_images/Angry/10702.png,Angry,0
Extracted_images/Angry/1071.png,Angry,0
Extracted_images/Angry/10714.png,Angry,0
Extracted_images/Angry/10716.png,Angry,0
Extracted_images/Angry/10726.png,Angry,0
Extracted_images/Angry/10729.png,Angry,0
Extracted_images/Angry/10743.png,Angry,0
Extracted_images/Angry/10746.png,Angry,0
Extracted_images/Angry/10771.png,Angry,0
Extracted_images/Angry/10785.png,Angry,0
Extracted_images/Angry/10786.png,Angry,0
Extracted_images/Angry/10790.png,Angry,0
Extracted_images/Angry/10805.png,Angry,0
Extracted_images/Angry/10812.png,Angry,0
Extracted_images/Angry/10814.png,Angry,0
Extracted_images/Angry/10818.png,Angry,0
Extracted_images/Angry/10819.png,Angry,0
Extracted_images/Angry/10821.png,Angry,0
Extracted_images/Angry/10823.png,Angry,0
Extracted_images/Angry/10825.png,Angry,0
Extracted_images/Angry/10831.png,Angry,0
Extracted_images/Angry/10839.png,Angry,0
Extracted_images/Angry/10851.png,Angry,0
Extracted_images/Angry/10854.png,Angry,0
Extracted_images/Angry/10874.png,Angry,0
Extracted_images/Angry/10889.png,Angry,0
Extracted_images/Angry/10890.png,Angry,0
Extracted_images/Angry/10894.png,Angry,0
Extracted_images/Angry/1090.png,Angry,0
Extracted_images/Angry/10900.png,Angry,0
Extracted_images/Angry/10904.png,Angry,0
Extracted_images/Angry/10907.png,Angry,0
Extracted_images/Angry/10908.png,Angry,0
Extracted_images/Angry/10913.png,Angry,0
Extracted_images/Angry/10915.png,Angry,0
Extracted_images/Angry/10918.png,Angry,0
Extracted_images/Angry/10925.png,Angry,0
Extracted_images/Angry/10928.png,Angry,0
Extracted_images/Angry/10939.png,Angry,0
Extracted_images/Angry/10942.png,Angry,0
Extracted_images/Angry/10947.png,Angry,0
Extracted_images/Angry/10959.png,Angry,0
Extracted_images/Angry/10961.png,Angry,0
Extracted_images/Angry/10965.png,Angry,0
Extracted_images/Angry/10970.png,Angry,0
Extracted_images/Angry/10973.png,Angry,0
Extracted_images/Angry/1098.png,Angry,0
Extracted_images/Angry/10984.png,Angry,0
Extracted_images/Angry/10988.png,Angry,0
Extracted_images/Angry/10989.png,Angry,0
Extracted_images/Angry/10994.png,Angry,0
Extracted_images/Angry/11002.png,Angry,0
Extracted_images/Angry/11004.png,Angry,0
Extracted_images/Angry/11008.png,Angry,0
Extracted_images/Angry/11011.png,Angry,0
Extracted_images/Angry/11014.png,Angry,0
Extracted_images/Angry/11017.png,Angry,0
Extracted_images/Angry/11018.png,Angry,0
Extracted_images/Angry/1102.png,Angry,0
Extracted_images/Angry/11024.png,Angry,0
Extracted_images/Angry/11028.png,Angry,0
Extracted_images/Angry/11042.png,Angry,0
Extracted_images/Angry/1105.png,Angry,0
Extracted_images/Angry/11053.png,Angry,0
Extracted_images/Angry/1106.png,Angry,0
Extracted_images/Angry/11060.png,Angry,0
Extracted_images/Angry/11075.png,Angry,0
Extracted_images/Angry/1108.png,Angry,0
Extracted_images/Angry/11083.png,Angry,0
Extracted_images/Angry/11093.png,Angry,0
Extracted_images/Angry/11096.png,Angry,0
Extracted_images/Angry/11102.png,Angry,0
Extracted_images/Angry/11109.png,Angry,0
Extracted_images/Angry/11113.png,Angry,0
Extracted_images/Angry/11117.png,Angry,0
Extracted_images/Angry/11118.png,Angry,0
Extracted_images/Angry/11151.png,Angry,0
Extracted_images/Angry/11153.png,Angry,0
Extracted_images/Angry/11158.png,Angry,0
Extracted_images/Angry/11169.png,Angry,0
Extracted_images/Angry/11174.png,Angry,0
Extracted_images/Angry/11181.png,Angry,0
Extracted_images/Angry/11186.png,Angry,0
Extracted_images/Angry/11188.png,Angry,0
Extracted_images/Angry/11190.png,Angry,0
Extracted_images/Angry/11200.png,Angry,0
Extracted_images/Angry/11205.png,Angry,0
Extracted_images/Angry/11206.png,Angry,0
Extracted_images/Angry/11215.png,Angry,0
Extracted_images/Angry/1122.png,Angry,0
Extracted_images/Angry/1123.png,Angry,0
Extracted_images/Angry/11235.png,Angry,0
Extracted_images/Angry/1124.png,Angry,0
Extracted_images/Angry/11258.png,Angry,0
Extracted_images/Angry/11266.png,Angry,0
Extracted_images/Angry/11267.png,Angry,0
Extracted_images/Angry/11268.png,Angry,0
Extracted_images/Angry/1127.png,Angry,0
Extracted_images/Angry/11274.png,Angry,0
Extracted_images/Angry/11286.png,Angry,0
Extracted_images/Angry/11289.png,Angry,0
Extracted_images/Angry/11301.png,Angry,0
Extracted_images/Angry/11315.png,Angry,0
Extracted_images/Angry/11325.png,Angry,0
Extracted_images/Angry/11337.png,Angry,0
Extracted_images/Angry/11342.png,Angry,0
Extracted_images/Angry/11377.png,Angry,0
Extracted_images/Angry/11379.png,Angry,0
Extracted_images/Angry/11385.png,Angry,0
Extracted_images/Angry/11386.png,Angry,0
Extracted_images/Angry/11389.png,Angry,0
Extracted_images/Angry/11400.png,Angry,0
Extracted_images/Angry/11403.png,Angry,0
Extracted_images/Angry/11410.png,Angry,0
Extracted_images/Angry/11411.png,Angry,0
Extracted_images/Angry/11420.png,Angry,0
Extracted_images/Angry/11421.png,Angry,0
Extracted_images/Angry/11426.png,Angry,0
Extracted_images/Angry/11432.png,Angry,0
Extracted_images/Angry/11449.png,Angry,0
Extracted_images/Angry/11458.png,Angry,0
Extracted_images/Angry/11460.png,Angry,0
Extracted_images/Angry/11464.png,Angry,0
Extracted_images/Angry/11467.png,Angry,0
Extracted_images/Angry/1147.png,Angry,0
Extracted_images/Angry/11474.png,Angry,0
Extracted_images/Angry/11475.png,Angry,0
Extracted_images/Angry/11480.png,Angry,0
Extracted_images/Angry/1150.png,Angry,0
Extracted_images/Angry/11534.png,Angry,0
Extracted_images/Angry/11537.png,Angry,0
Extracted_images/Angry/11545.png,Angry,0
Extracted_images/Angry/11548.png,Angry,0
Extracted_images/Angry/11550.png,Angry,0
Extracted_images/Angry/11557.png,Angry,0
Extracted_images/Angry/11561.png,Angry,0
Extracted_images/Angry/11571.png,Angry,0
Extracted_images/Angry/11572.png,Angry,0
Extracted_images/Angry/11577.png,Angry,0
Extracted_images/Angry/1158.png,Angry,0
Extracted_images/Angry/1160.png,Angry,0
Extracted_images/Angry/11606.png,Angry,0
Extracted_images/Angry/11607.png,Angry,0
Extracted_images/Angry/11610.png,Angry,0
Extracted_images/Angry/11613.png,Angry,0
Extracted_images/Angry/11617.png,Angry,0
Extracted_images/Angry/11623.png,Angry,0
Extracted_images/Angry/11632.png,Angry,0
Extracted_images/Angry/11641.png,Angry,0
Extracted_images/Angry/11642.png,Angry,0
Extracted_images/Angry/11644.png,Angry,0
Extracted_images/Angry/11645.png,Angry,0
Extracted_images/Angry/11647.png,Angry,0
Extracted_images/Angry/1166.png,Angry,0
Extracted_images/Angry/11669.png,Angry,0
Extracted_images/Angry/11675.png,Angry,0
Extracted_images/Angry/1168.png,Angry,0
Extracted_images/Angry/11688.png,Angry,0
Extracted_images/Angry/11694.png,Angry,0
Extracted_images/Angry/117.png,Angry,0
Extracted_images/Angry/1170.png,Angry,0
Extracted_images/Angry/11707.png,Angry,0
Extracted_images/Angry/11708.png,Angry,0
Extracted_images/Angry/11714.png,Angry,0
Extracted_images/Angry/11732.png,Angry,0
Extracted_images/Angry/11735.png,Angry,0
Extracted_images/Angry/11744.png,Angry,0
Extracted_images/Angry/11755.png,Angry,0
Extracted_images/Angry/11756.png,Angry,0
Extracted_images/Angry/11759.png,Angry,0
Extracted_images/Angry/11764.png,Angry,0
Extracted_images/Angry/11769.png,Angry,0
Extracted_images/Angry/1177.png,Angry,0
Extracted_images/Angry/1178.png,Angry,0
Extracted_images/Angry/11781.png,Angry,0
Extracted_images/Angry/11805.png,Angry,0
Extracted_images/Angry/1181.png,Angry,0
Extracted_images/Angry/11813.png,Angry,0
Extracted_images/Angry/11820.png,Angry,0
Extracted_images/Angry/11825.png,Angry,0
Extracted_images/Angry/11841.png,Angry,0
Extracted_images/Angry/11849.png,Angry,0
Extracted_images/Angry/11863.png,Angry,0
Extracted_images/Angry/11877.png,Angry,0
Extracted_images/Angry/11882.png,Angry,0
Extracted_images/Angry/11883.png,Angry,0
Extracted_images/Angry/11887.png,Angry,0
Extracted_images/Angry/11898.png,Angry,0
Extracted_images/Angry/11905.png,Angry,0
Extracted_images/Angry/11918.png,Angry,0
Extracted_images/Angry/1192.png,Angry,0
Extracted_images/Angry/11922.png,Angry,0
Extracted_images/Angry/11929.png,Angry,0
Extracted_images/Angry/1194.png,Angry,0
Extracted_images/Angry/11949.png,Angry,0
Extracted_images/Angry/11959.png,Angry,0
Extracted_images/Angry/11964.png,Angry,0
Extracted_images/Angry/11965.png,Angry,0
Extracted_images/Angry/11986.png,Angry,0
Extracted_images/Angry/120.png,Angry,0
Extracted_images/Angry/1200.png,Angry,0
Extracted_images/Angry/12016.png,Angry,0
Extracted_images/Angry/12022.png,Angry,0
Extracted_images/Angry/12025.png,Angry,0
Extracted_images/Angry/12027.png,Angry,0
Extracted_images/Angry/12034.png,Angry,0
Extracted_images/Angry/1204.png,Angry,0
Extracted_images/Angry/12048.png,Angry,0
Extracted_images/Angry/12049.png,Angry,0
Extracted_images/Angry/12055.png,Angry,0
Extracted_images/Angry/12075.png,Angry,0
Extracted_images/Angry/1210.png,Angry,0
Extracted_images/Angry/1211.png,Angry,0
Extracted_images/Angry/12110.png,Angry,0
Extracted_images/Angry/12118.png,Angry,0
Extracted_images/Angry/12124.png,Angry,0
Extracted_images/Angry/1213.png,Angry,0
Extracted_images/Angry/12133.png,Angry,0
Extracted_images/Angry/12136.png,Angry,0
Extracted_images/Angry/12142.png,Angry,0
Extracted_images/Angry/12144.png,Angry,0
Extracted_images/Angry/12146.png,Angry,0
Extracted_images/Angry/1215.png,Angry,0
Extracted_images/Angry/12155.png,Angry,0
Extracted_images/Angry/1216.png,Angry,0
Extracted_images/Angry/12171.png,Angry,0
Extracted_images/Angry/12181.png,Angry,0
Extracted_images/Angry/12183.png,Angry,0
Extracted_images/Angry/12196.png,Angry,0
Extracted_images/Angry/12198.png,Angry,0
Extracted_images/Angry/122.png,Angry,0
Extracted_images/Angry/12203.png,Angry,0
Extracted_images/Angry/12206.png,Angry,0
Extracted_images/Angry/1221.png,Angry,0
Extracted_images/Angry/12211.png,Angry,0
Extracted_images/Angry/12213.png,Angry,0
Extracted_images/Angry/12218.png,Angry,0
Extracted_images/Angry/12222.png,Angry,0
Extracted_images/Angry/12230.png,Angry,0
Extracted_images/Angry/12231.png,Angry,0
Extracted_images/Angry/12235.png,Angry,0
Extracted_images/Angry/12237.png,Angry,0
Extracted_images/Angry/12249.png,Angry,0
Extracted_images/Angry/1225.png,Angry,0
Extracted_images/Angry/12254.png,Angry,0
Extracted_images/Angry/1226.png,Angry,0
Extracted_images/Angry/12262.png,Angry,0
Extracted_images/Angry/12270.png,Angry,0
Extracted_images/Angry/12275.png,Angry,0
Extracted_images/Angry/12283.png,Angry,0
Extracted_images/Angry/12294.png,Angry,0
Extracted_images/Angry/12298.png,Angry,0
Extracted_images/Angry/123.png,Angry,0
Extracted_images/Angry/12304.png,Angry,0
Extracted_images/Angry/12307.png,Angry,0
Extracted_images/Angry/12310.png,Angry,0
Extracted_images/Angry/12314.png,Angry,0
Extracted_images/Angry/12316.png,Angry,0
Extracted_images/Angry/12328.png,Angry,0
Extracted_images/Angry/1233.png,Angry,0
Extracted_images/Angry/1235.png,Angry,0
Extracted_images/Angry/12352.png,Angry,0
Extracted_images/Angry/12365.png,Angry,0
Extracted_images/Angry/12367.png,Angry,0
Extracted_images/Angry/12375.png,Angry,0
Extracted_images/Angry/12392.png,Angry,0
Extracted_images/Angry/12400.png,Angry,0
Extracted_images/Angry/12404.png,Angry,0
Extracted_images/Angry/12419.png,Angry,0
Extracted_images/Angry/1242.png,Angry,0
Extracted_images/Angry/12421.png,Angry,0
Extracted_images/Angry/12432.png,Angry,0
Extracted_images/Angry/12443.png,Angry,0
Extracted_images/Angry/12450.png,Angry,0
Extracted_images/Angry/12451.png,Angry,0
Extracted_images/Angry/12456.png,Angry,0
Extracted_images/Angry/12459.png,Angry,0
Extracted_images/Angry/12469.png,Angry,0
Extracted_images/Angry/12474.png,Angry,0
Extracted_images/Angry/12475.png,Angry,0
Extracted_images/Angry/12476.png,Angry,0
Extracted_images/Angry/12483.png,Angry,0
Extracted_images/Angry/12489.png,Angry,0
Extracted_images/Angry/12494.png,Angry,0
Extracted_images/Angry/1250.png,Angry,0
Extracted_images/Angry/12503.png,Angry,0
Extracted_images/Angry/12511.png,Angry,0
Extracted_images/Angry/1252.png,Angry,0
Extracted_images/Angry/12525.png,Angry,0
Extracted_images/Angry/12532.png,Angry,0
Extracted_images/Angry/12540.png,Angry,0
Extracted_images/Angry/12543.png,Angry,0
Extracted_images/Angry/1255.png,Angry,0
Extracted_images/Angry/12552.png,Angry,0
Extracted_images/Angry/12584.png,Angry,0
Extracted_images/Angry/12585.png,Angry,0
Extracted_images/Angry/12595.png,Angry,0
Extracted_images/Angry/126.png,Angry,0
Extracted_images/Angry/12613.png,Angry,0
Extracted_images/Angry/12616.png,Angry,0
Extracted_images/Angry/12622.png,Angry,0
Extracted_images/Angry/12633.png,Angry,0
Extracted_images/Angry/12635.png,Angry,0
Extracted_images/Angry/12644.png,Angry,0
Extracted_images/Angry/12645.png,Angry,0
Extracted_images/Angry/12666.png,Angry,0
Extracted_images/Angry/12667.png,Angry,0
Extracted_images/Angry/12669.png,Angry,0
Extracted_images/Angry/1267.png,Angry,0
Extracted_images/Angry/12675.png,Angry,0
Extracted_images/Angry/12679.png,Angry,0
Extracted_images/Angry/1268.png,Angry,0
Extracted_images/Angry/12680.png,Angry,0
Extracted_images/Angry/12681.png,Angry,0
Extracted_images/Angry/12688.png,Angry,0
Extracted_images/Angry/12693.png,Angry,0
Extracted_images/Angry/12695.png,Angry,0
Extracted_images/Angry/12710.png,Angry,0
Extracted_images/Angry/12733.png,Angry,0
Extracted_images/Angry/12735.png,Angry,0
Extracted_images/Angry/12746.png,Angry,0
Extracted_images/Angry/12747.png,Angry,0
Extracted_images/Angry/12751.png,Angry,0
Extracted_images/Angry/12752.png,Angry,0
Extracted_images/Angry/12769.png,Angry,0
Extracted_images/Angry/12770.png,Angry,0
Extracted_images/Angry/12778.png,Angry,0
Extracted_images/Angry/12783.png,Angry,0
Extracted_images/Angry/12808.png,Angry,0
Extracted_images/Angry/12810.png,Angry,0
Extracted_images/Angry/12817.png,Angry,0
Extracted_images/Angry/12841.png,Angry,0
Extracted_images/Angry/12842.png,Angry,0
Extracted_images/Angry/12846.png,Angry,0
Extracted_images/Angry/12851.png,Angry,0
Extracted_images/Angry/12853.png,Angry,0
Extracted_images/Angry/12855.png,Angry,0
Extracted_images/Angry/12860.png,Angry,0
Extracted_images/Angry/12863.png,Angry,0
Extracted_images/Angry/12874.png,Angry,0
Extracted_images/Angry/12876.png,Angry,0
Extracted_images/Angry/12889.png,Angry,0
Extracted_images/Angry/12915.png,Angry,0
Extracted_images/Angry/12928.png,Angry,0
Extracted_images/Angry/12945.png,Angry,0
Extracted_images/Angry/12947.png,Angry,0
Extracted_images/Angry/12962.png,Angry,0
Extracted_images/Angry/12968.png,Angry,0
